contact_id,customer_id,email,first_name,last_name,city,state,create_date,lifecycle_stage,lead_source,num_orders,total_revenue,first_order_date,last_activity_date
HS_019398,4dfa664ad35b6339d354f3b932466299,sergio.rodrigues966@example.com,Sergio,Rodrigues,sao paulo,SP,2025-09-17,customer,organic_search,1,104.42,2025-09-18,2025-09-18
HS_019399,bbae0b42112bb4c40da592e63c3a3b0c,joao.oliveira392@example.com,Joao,Oliveira,pirapetinga,MG,2025-06-18,customer,paid_social,1,173.84,2025-07-10,2025-07-10
HS_019400,d6468de8d8e1ecf694ea63ac408613b4,lucas.nascimento640@example.com,Lucas,Nascimento,cacapava,SP,2025-05-14,customer,organic_search,1,20.85,2025-06-12,2025-06-12
HS_019401,bdbc3238ae12ff1aab4853dbcbc2241c,bruno.nascimento667@example.com,Bruno,Nascimento,belo horizonte,MG,2025-10-08,customer,paid_social,1,70.26,2025-10-24,2025-10-24
HS_019402,ba05c99cbfde258253cda5241f21136d,elena.souza896@example.com,Elena,Souza,rio de janeiro,RJ,2025-11-06,customer,organic_search,1,170.01,2025-11-09,2025-11-09
HS_019403,f222a7a5005a91b2182e744212f85d93,joao.lima852@example.com,Joao,Lima,sao paulo,SP,2025-05-24,customer,paid_social,1,154.1,2025-06-10,2025-06-10
HS_019404,511152350c802fe363fd2417b1a09357,pedro.santos304@example.com,Pedro,Santos,rondonopolis,MT,2025-07-24,customer,paid_search,1,62.69,2025-08-08,2025-08-08
HS_019405,c2bbb0dfb80929da421b783eee17a622,tatiana.souza230@example.com,Tatiana,Souza,barra mansa,RJ,2025-09-18,customer,paid_search,1,193.72,2025-10-02,2025-10-02
HS_019406,cf67e25021c5d2d3be45274bb18c1b08,olivia.silva1@example.com,Olivia,Silva,arcos,MG,2025-06-05,customer,paid_search,1,92.68,2025-06-11,2025-06-11
HS_019407,de8af0f20bb492182f20e6c73f24da32,olivia.pereira438@example.com,Olivia,Pereira,sao paulo,SP,2025-05-01,customer,organic_search,1,80.11,2025-05-03,2025-05-03
HS_019408,9caa11bb2ba9230b0b8f911f3cbc994a,karen.pereira656@example.com,Karen,Pereira,porto alegre,RS,2024-12-02,customer,paid_search,1,71.14,2024-12-19,2024-12-19
HS_019409,6c167f1de1d190e99e780acf517180dc,gabriela.silva884@example.com,Gabriela,Silva,sao bernardo do campo,SP,2025-11-24,customer,direct,1,77.68,2025-12-04,2025-12-04
HS_019410,eb6d74ae020275124bcf8e38fa6de2f2,maria.silva211@example.com,Maria,Silva,guarulhos,SP,2025-02-28,customer,direct,1,188.5,2025-03-25,2025-03-25
HS_019411,1e6d2ab66fdc23fe97ac091057970b6d,bruno.lima477@example.com,Bruno,Lima,suzano,SP,2025-01-02,customer,paid_search,1,566.0,2025-01-23,2025-01-23
HS_019413,dce9116386e619573e33d72610450e03,olivia.lima967@example.com,Olivia,Lima,matozinhos,MG,2025-01-26,customer,paid_search,1,117.78,2025-02-02,2025-02-02
HS_019414,cefbbb1124978910bb96634fb9fef97c,olivia.silva931@example.com,Olivia,Silva,sao paulo,SP,2024-10-25,customer,organic_search,1,34.86,2024-11-15,2024-11-15
HS_019416,ce4c0829de2e5ef8c69701b892d715be,bruno.costa102@example.com,Bruno,Costa,francisco morato,SP,2025-07-27,customer,direct,1,56.76,2025-08-12,2025-08-12
HS_019417,239cb3a266040f65b1bc755f18325ee8,sergio.oliveira665@example.com,Sergio,Oliveira,sao gabriel da palha,ES,2025-02-03,customer,organic_search,1,226.24,2025-02-27,2025-02-27
HS_019418,dd05c89d57629a90f4bbedc7221a69bd,bruno.silva977@example.com,Bruno,Silva,fazenda rio grande,PR,2025-02-27,customer,paid_search,1,35.0,2025-03-14,2025-03-14
HS_019419,6a583f4c6790a4c8330beb7612e17f42,raquel.nascimento133@example.com,Raquel,Nascimento,rio de janeiro,RJ,2025-11-06,customer,referral,1,107.8,2025-11-19,2025-11-19
HS_019420,b2df5d8347ca42ddf70703ea07fe92e6,vitor.costa693@example.com,Vitor,Costa,bom jesus do itabapoana,RJ,2025-05-28,customer,paid_search,1,178.27,2025-06-05,2025-06-05
HS_019421,d3742f1936109883f8b0f5c07de69010,olivia.souza117@example.com,Olivia,Souza,rio de janeiro,RJ,2025-12-25,customer,direct,1,404.44,2026-01-06,2026-01-06
HS_019422,13db1b0290d3d487664620f36c3e0df5,bruno.costa875@example.com,Bruno,Costa,curitiba,PR,2024-08-24,customer,referral,1,101.19,2024-09-20,2024-09-20
HS_019423,f3b1f120faeffaf8fbb848ca945933c1,bruno.pereira9@example.com,Bruno,Pereira,cianorte,PR,2025-12-20,customer,paid_social,1,135.04,2025-12-28,2025-12-28
HS_019424,00c5610e0f4b339cd3b0cc499937db8d,carla.lima890@example.com,Carla,Lima,rio de janeiro,RJ,2026-01-25,customer,direct,1,170.68,2026-02-02,2026-02-02
HS_019425,0567da3da02026dc5c168ba90480cd94,tatiana.pereira596@example.com,Tatiana,Pereira,curitiba,PR,2025-08-27,customer,paid_search,1,54.84,2025-09-15,2025-09-15
HS_019426,47d076f63f8a706658ba29fc2e72aeb5,olivia.costa429@example.com,Olivia,Costa,guarda-mor,MG,2025-12-18,customer,paid_social,1,32.23,2026-01-04,2026-01-04
HS_019427,a8c78f8c4faf800e1d0c164deda39157,karen.costa344@example.com,Karen,Costa,campinas,SP,2026-01-18,customer,organic_search,1,132.9,2026-02-07,2026-02-07
HS_019428,2f2ea462ef0e8e1fbdbbbda9fe591ada,nelson.oliveira913@example.com,Nelson,Oliveira,sao francisco,MG,2026-02-26,customer,direct,1,146.13,2026-02-27,2026-02-27
HS_019429,7fe369a374dba4f97910c97f42cd6d6c,gabriela.costa259@example.com,Gabriela,Costa,rio de janeiro,RJ,2025-05-07,customer,paid_search,1,63.98,2025-05-15,2025-05-15
HS_019430,3ff16e3eeba36e0cc8bd8950d7c43cbe,sergio.costa240@example.com,Sergio,Costa,campos dos goytacazes,RJ,2025-09-10,customer,paid_social,1,119.57,2025-10-10,2025-10-10
HS_019431,1a9592d97b72604ed93112ed864a7130,pedro.costa157@example.com,Pedro,Costa,esmeraldas,MG,2025-05-09,customer,paid_social,1,58.11,2025-05-29,2025-05-29
HS_019432,8fd802004eab9c8e3b1ad745f1a1ec16,fabio.oliveira407@example.com,Fabio,Oliveira,fortaleza,CE,2025-03-20,customer,direct,1,62.53,2025-04-05,2025-04-05
HS_019433,14aa34d068169973f8b44924de32652b,joao.nascimento180@example.com,Joao,Nascimento,brasilia,DF,2025-12-11,customer,direct,1,252.38,2025-12-29,2025-12-29
HS_019434,30808d05b361f15d12d5e5057aa2b34e,henrique.souza641@example.com,Henrique,Souza,agua boa,MT,2025-06-20,customer,paid_search,1,76.66,2025-06-29,2025-06-29
HS_019435,8b4447c69feb2b408e29edc0fe9d0253,joao.souza757@example.com,Joao,Souza,belo horizonte,MG,2025-05-21,customer,email,1,139.62,2025-06-11,2025-06-11
HS_019436,e7cb888e6948cb2c3f9347e048979fbe,daniel.oliveira897@example.com,Daniel,Oliveira,brasilia,DF,2024-09-27,customer,paid_social,1,197.52,2024-10-16,2024-10-16
HS_019437,904c522e8faf10a3784a5862ca68867b,daniel.silva601@example.com,Daniel,Silva,sao paulo,SP,2024-12-25,customer,paid_social,1,85.08,2025-01-13,2025-01-13
HS_019438,67fe19e380db23cdeaa6d64e5258572b,daniel.silva718@example.com,Daniel,Silva,presidente prudente,SP,2025-11-21,customer,direct,1,62.61,2025-11-22,2025-11-22
HS_019439,06d9c4168f968c014683e935fc57e707,ana.nascimento57@example.com,Ana,Nascimento,jeremoabo,BA,2025-08-21,customer,direct,1,113.44,2025-09-11,2025-09-11
HS_019440,7952743f005c2320e76467f9ae6b0c11,carla.lima643@example.com,Carla,Lima,canhotinho,PE,2025-09-17,customer,organic_search,1,110.55,2025-10-10,2025-10-10
HS_019441,17f90e61c7a2989f471041837a075e5c,carla.almeida460@example.com,Carla,Almeida,goiania,GO,2025-08-28,customer,direct,1,56.0,2025-09-09,2025-09-09
HS_019442,3248224e584293824dd0bdcca81692d0,daniel.rodrigues156@example.com,Daniel,Rodrigues,sao bernardo do campo,SP,2024-12-21,customer,direct,1,360.66,2024-12-21,2024-12-21
HS_019443,98538bbc1d61e50cb8d72f66d3fc1a5f,vitor.rodrigues677@example.com,Vitor,Rodrigues,vassouras,RJ,2025-05-26,customer,paid_social,1,90.88,2025-06-15,2025-06-15
HS_019444,35fecbfa56f7aad0e3c1e8c639709ebf,raquel.rodrigues544@example.com,Raquel,Rodrigues,sao bernardo do campo,SP,2025-06-02,customer,direct,1,168.36,2025-06-08,2025-06-08
HS_019445,fe4d5c2905fb936e27cf35ec0ade8403,tatiana.oliveira979@example.com,Tatiana,Oliveira,sao paulo,SP,2026-02-02,customer,paid_social,1,88.87,2026-02-21,2026-02-21
HS_019446,4dfa0f0552ebed4f53e16036808823cb,raquel.nascimento605@example.com,Raquel,Nascimento,pelotas,RS,2025-03-12,customer,paid_social,1,75.07,2025-04-01,2025-04-01
HS_019447,67c9bf527ec4cfe44434431770e96b49,pedro.nascimento99@example.com,Pedro,Nascimento,porto uniao,SC,2024-12-01,customer,direct,1,79.56,2024-12-11,2024-12-11
HS_019448,3ec645c5dfd9cd47e6527566f4386809,gabriela.rodrigues40@example.com,Gabriela,Rodrigues,piracicaba,SP,2025-03-13,customer,organic_search,1,153.27,2025-04-07,2025-04-07
HS_019449,e147125e46922b887b87bd7131b95322,pedro.souza535@example.com,Pedro,Souza,sao goncalo,RJ,2025-01-15,customer,direct,1,227.27,2025-01-23,2025-01-23
HS_019450,b2b85bd62ac05066fd3529c22b6672f8,henrique.santos487@example.com,Henrique,Santos,alfredo marcondes,SP,2025-08-31,customer,paid_social,1,169.23,2025-09-16,2025-09-16
HS_019451,bced181ebb1d89d30981e67f0b00337c,ana.souza694@example.com,Ana,Souza,taboao da serra,SP,2025-03-23,customer,paid_search,1,38.75,2025-04-14,2025-04-14
HS_019453,7a68b1b6ab4a97ee02ed9c44152f5801,raquel.nascimento133@example.com,Raquel,Nascimento,marilia,SP,2026-02-17,customer,organic_search,1,123.33,2026-02-26,2026-02-26
HS_019454,7a6b4947e01039432cac229435d058ee,joao.lima689@example.com,Joao,Lima,limeira,SP,2025-03-19,customer,referral,1,226.12,2025-04-01,2025-04-01
HS_019455,62d2dfebea0173a5f2b94706301b4c29,bruno.pereira523@example.com,Bruno,Pereira,cianorte,PR,2025-12-11,customer,paid_social,1,279.86,2025-12-25,2025-12-25
HS_019456,cb9f5b7e9dbb23e948a482fc6060b4e1,ana.almeida60@example.com,Ana,Almeida,varzea grande,MT,2025-10-10,customer,paid_social,1,41.55,2025-11-05,2025-11-05
HS_019457,83b325d5df01a4e34241e960db8582b7,maria.pereira608@example.com,Maria,Pereira,belem,PA,2025-07-23,customer,direct,1,64.79,2025-08-02,2025-08-02
HS_019458,c8d64341c54624e74c064b844ae0814e,joao.costa680@example.com,Joao,Costa,campestre do maranhao,MA,2024-09-21,customer,organic_search,1,208.05,2024-09-28,2024-09-28
HS_019459,b9544dcc09004b3b28e388ed130e50f1,raquel.silva149@example.com,Raquel,Silva,rio de janeiro,RJ,2025-09-17,customer,direct,1,227.38,2025-09-26,2025-09-26
HS_019460,1790b6f9e4cef7f6fe5dba7ab79b7004,vitor.rodrigues945@example.com,Vitor,Rodrigues,sao jose,SC,2025-08-24,customer,organic_search,1,51.69,2025-09-04,2025-09-04
HS_019461,c4a0864ef7d2deb7cdb86898faf6ffa6,karen.rodrigues226@example.com,Karen,Rodrigues,mogi mirim,SP,2025-08-12,customer,email,1,37.47,2025-08-18,2025-08-18
HS_019462,7a3c32228a5f4e30c013b5a32a403e8c,henrique.almeida81@example.com,Henrique,Almeida,belo horizonte,MG,2025-08-21,customer,direct,1,39.36,2025-09-16,2025-09-16
HS_019463,c9d1abc0b230150138b5716c0f5720db,joao.costa966@example.com,Joao,Costa,rio de janeiro,RJ,2025-10-31,customer,organic_search,1,682.14,2025-11-13,2025-11-13
HS_019464,3ba308517e80cfc5f8e2e100d6259220,nelson.souza959@example.com,Nelson,Souza,sao bernardo do campo,SP,2025-02-27,customer,referral,1,36.78,2025-03-02,2025-03-02
HS_019465,946d48ff9e4bea5985773818bade43d3,olivia.almeida688@example.com,Olivia,Almeida,viana,MA,2025-09-27,customer,email,1,212.85,2025-10-01,2025-10-01
HS_019466,26575001e4b29d4809de4dba144f3eed,elena.pereira906@example.com,Elena,Pereira,sao paulo,SP,2025-12-07,customer,referral,1,38.93,2025-12-19,2025-12-19
HS_019467,ad98464621bb87d9ca6b6142297d47c3,olivia.silva188@example.com,Olivia,Silva,sabara,MG,2025-12-19,customer,referral,1,193.39,2026-01-10,2026-01-10
HS_019468,5ab6e955205058ae5491af57f51f0302,henrique.santos636@example.com,Henrique,Santos,sao paulo,SP,2026-02-05,customer,organic_search,1,65.01,2026-03-05,2026-03-05
HS_019469,f77175df6ff1b5ad4e0beb0a0ff18f82,daniel.costa243@example.com,Daniel,Costa,porto alegre,RS,2024-12-28,customer,paid_search,1,455.82,2025-01-09,2025-01-09
HS_019470,3fc3fe30f14b0eed5a5b99a1832656d1,pedro.pereira656@example.com,Pedro,Pereira,sao joao,PR,2025-05-10,customer,paid_social,1,75.16,2025-05-20,2025-05-20
HS_019471,b383ff3ee21f75513045f4233a7979c6,ana.lima393@example.com,Ana,Lima,novo hamburgo,RS,2026-01-05,customer,direct,1,143.87,2026-01-08,2026-01-08
HS_019472,0aad3799f4abdb509390ae56d26a721a,lucas.souza57@example.com,Lucas,Souza,cacapava,SP,2025-07-25,customer,paid_social,1,91.96,2025-08-10,2025-08-10
HS_019473,97e42e3e7b1f76dd3c04a0aac41e3173,joao.lima627@example.com,Joao,Lima,santo antonio do aracangua,SP,2026-02-06,customer,paid_social,1,1117.99,2026-03-05,2026-03-05
HS_019474,876a262de02307eaa2e7c5c07627d850,fabio.rodrigues881@example.com,Fabio,Rodrigues,porto alegre,RS,2025-04-24,customer,paid_social,1,819.35,2025-05-16,2025-05-16
HS_019475,ac3a0453af13a228847a528c05071820,elena.lima744@example.com,Elena,Lima,campo grande,MS,2025-09-29,customer,organic_search,1,43.13,2025-10-17,2025-10-17
HS_019476,2305772047db5a4a72a020bc1b759c61,raquel.lima143@example.com,Raquel,Lima,apucarana,PR,2025-10-12,customer,paid_social,1,165.8,2025-11-07,2025-11-07
HS_019477,333b5385521c387b3b77f75c8887eff3,ana.almeida981@example.com,Ana,Almeida,uberlandia,MG,2025-05-25,customer,organic_search,1,194.48,2025-06-19,2025-06-19
HS_019478,d10687a929e58de647bfda07ce41713e,sergio.rodrigues61@example.com,Sergio,Rodrigues,belem,PA,2025-11-03,customer,referral,1,68.84,2025-11-23,2025-11-23
HS_019479,aa4da86cd687b4f4b040122da582369b,gabriela.santos795@example.com,Gabriela,Santos,sao pedro da aldeia,RJ,2025-09-01,customer,paid_social,1,94.31,2025-09-29,2025-09-29
HS_019480,a5fe71d429b6051f610823c6380d82c7,nelson.almeida433@example.com,Nelson,Almeida,luis eduardo magalhaes,BA,2025-08-16,customer,direct,1,82.66,2025-09-04,2025-09-04
HS_019481,31e924c19d4d1cf7eb6bb1e96dc18c62,raquel.costa882@example.com,Raquel,Costa,porto alegre,RS,2025-07-05,customer,organic_search,1,415.96,2025-08-01,2025-08-01
HS_019482,21167c6daede804f2d1f42aea0818ce6,maria.souza256@example.com,Maria,Souza,sao carlos,SP,2024-09-23,customer,organic_search,1,120.97,2024-10-15,2024-10-15
HS_019483,81098a634d4eab46ab9fbd0df37e52bd,isabela.souza118@example.com,Isabela,Souza,sao paulo,SP,2026-02-04,customer,referral,1,159.69,2026-03-02,2026-03-02
HS_019484,ddbc58ddef228089df3b22d83cb69564,isabela.nascimento965@example.com,Isabela,Nascimento,carangola,MG,2026-01-24,customer,organic_search,1,42.26,2026-02-09,2026-02-09
HS_019485,9f4f37dc0a05ff14dcdd63df70d46919,gabriela.costa528@example.com,Gabriela,Costa,sao paulo,SP,2025-08-10,customer,paid_search,1,157.55,2025-09-03,2025-09-03
HS_019486,1a3497c1968b8a64c45e06d0ec3e3c4e,carla.souza208@example.com,Carla,Souza,itapecerica,MG,2025-05-19,customer,paid_social,1,164.79,2025-05-27,2025-05-27
HS_019487,e2f24b0ece82896981df96635db90edb,ana.silva102@example.com,Ana,Silva,sao paulo,SP,2025-08-14,customer,organic_search,1,32.78,2025-08-25,2025-08-25
HS_019488,c1d563f96746afcb44695b8e1ca7f6aa,ana.almeida588@example.com,Ana,Almeida,vila velha,ES,2024-08-07,customer,paid_search,1,162.3,2024-08-24,2024-08-24
HS_019489,a8fc0eb2970e61b68a60b9bdb788ab37,raquel.oliveira520@example.com,Raquel,Oliveira,rio bonito,RJ,2024-11-17,customer,direct,1,119.68,2024-12-12,2024-12-12
HS_019490,06249a1cd30e3c76750d6a9736cbedf1,olivia.nascimento86@example.com,Olivia,Nascimento,recife,PE,2026-01-08,customer,paid_social,1,74.3,2026-02-06,2026-02-06
HS_019491,f59f93013d1303b74bce6e947e4e5a32,gabriela.rodrigues233@example.com,Gabriela,Rodrigues,cascavel,PR,2025-08-24,customer,organic_search,1,198.51,2025-09-10,2025-09-10
HS_019492,9d84f87261e1d07ded1efa766050ac4a,raquel.silva275@example.com,Raquel,Silva,bariri,SP,2025-07-19,customer,paid_social,1,238.02,2025-07-28,2025-07-28
HS_019493,ae270f40e86b0cdf3a4914256655da47,vitor.nascimento805@example.com,Vitor,Nascimento,sao paulo,SP,2025-12-11,customer,direct,1,23.36,2026-01-01,2026-01-01
HS_019494,4c1d5130a8d1d1edc9a7977504b2d40d,raquel.nascimento926@example.com,Raquel,Nascimento,santo andre,SP,2026-02-05,customer,paid_search,1,130.4,2026-02-20,2026-02-20
HS_019495,879b9e62fd3dcbd0d67a3fcbbb06e661,tatiana.lima180@example.com,Tatiana,Lima,joao pessoa,PB,2025-09-21,customer,paid_social,1,72.75,2025-10-12,2025-10-12
HS_019496,ddd2a389934bfd50ce3bde06379fdaeb,bruno.pereira555@example.com,Bruno,Pereira,rio de janeiro,RJ,2025-10-23,customer,direct,1,493.93,2025-11-12,2025-11-12
HS_019497,391e6e8aa37c7fbad878931eb061a4ed,henrique.costa430@example.com,Henrique,Costa,serra,ES,2026-01-16,customer,direct,1,139.88,2026-02-03,2026-02-03
HS_019498,dec14420257e5b4b17bade4b437ca56b,lucas.nascimento122@example.com,Lucas,Nascimento,sao paulo,SP,2025-09-27,customer,paid_social,1,81.5,2025-10-25,2025-10-25
HS_019499,d390064ad9da4f7467ff06ddfa865b6f,joao.rodrigues201@example.com,Joao,Rodrigues,botucatu,SP,2025-06-03,customer,organic_search,1,429.29,2025-06-08,2025-06-08
HS_019500,d58760239457cc420d92744d97087921,pedro.silva248@example.com,Pedro,Silva,marica,RJ,2025-09-26,customer,referral,1,30.13,2025-10-08,2025-10-08
HS_019501,3ffacb53c40311db8fd3827edd3d47b3,joao.santos761@example.com,Joao,Santos,teofilo otoni,MG,2025-02-19,customer,paid_social,1,105.37,2025-03-05,2025-03-05
HS_019502,6482034a22aaf6fbd2a2d23424debe3d,bruno.nascimento141@example.com,Bruno,Nascimento,mirai,MG,2025-02-23,customer,email,1,50.24,2025-03-18,2025-03-18
HS_019503,575605c52d041c777fd46210b3e30272,elena.costa67@example.com,Elena,Costa,sao paulo,SP,2026-01-20,customer,email,1,106.55,2026-02-06,2026-02-06
HS_019504,a84f29c40d59b6527ca4c8ac8f8c87bc,fabio.costa735@example.com,Fabio,Costa,ipatinga,MG,2025-05-15,customer,paid_social,1,50.59,2025-05-22,2025-05-22
HS_019505,4df3e96de11dfaec386adf64df85e9b8,joao.rodrigues981@example.com,Joao,Rodrigues,porto alegre,RS,2025-06-04,customer,organic_search,1,253.02,2025-06-05,2025-06-05
HS_019506,90278a30e6e062baad509799e30ce3e7,carla.nascimento968@example.com,Carla,Nascimento,avare,SP,2025-12-15,customer,paid_search,1,113.48,2025-12-19,2025-12-19
HS_019507,df0856321238c726f5ecfc47514c1b68,vitor.silva786@example.com,Vitor,Silva,sao paulo,SP,2026-01-28,customer,paid_search,1,107.85,2026-02-12,2026-02-12
HS_019508,635451f4325ea65545c03de17332e1ea,maria.nascimento496@example.com,Maria,Nascimento,visconde do rio branco,MG,2025-05-13,customer,paid_social,1,81.21,2025-05-14,2025-05-14
HS_019509,34f29b8ed62748c6b5a9e64628e411c1,fabio.souza669@example.com,Fabio,Souza,campinas,SP,2025-12-08,customer,email,1,86.54,2026-01-04,2026-01-04
HS_019510,cb57be427d5e8c06c10cdd1540df1e00,sergio.rodrigues729@example.com,Sergio,Rodrigues,rio de janeiro,RJ,2025-01-27,customer,direct,1,290.32,2025-02-12,2025-02-12
HS_019511,46fe47b60e6374715f7369aaf0bff064,olivia.rodrigues292@example.com,Olivia,Rodrigues,barueri,SP,2025-11-12,customer,paid_search,1,79.44,2025-12-07,2025-12-07
HS_019513,4283d1e6020b9922a8359b48c32dcbfe,henrique.souza403@example.com,Henrique,Souza,visconde do rio branco,MG,2025-05-05,customer,organic_search,1,71.04,2025-06-04,2025-06-04
HS_019514,908d09daaa48fe076b768ab8f26c298c,olivia.souza215@example.com,Olivia,Souza,guarulhos,SP,2025-06-27,customer,paid_social,1,244.15,2025-07-10,2025-07-10
HS_019515,b6e57f109398c45b9d28d4c892e3eb1e,elena.nascimento256@example.com,Elena,Nascimento,rio de janeiro,RJ,2025-06-16,customer,paid_search,1,241.21,2025-06-17,2025-06-17
HS_019516,9dcc15e122dbc973e6114e323ded3c76,daniel.santos820@example.com,Daniel,Santos,campinas,SP,2025-09-13,customer,direct,1,588.78,2025-09-26,2025-09-26
HS_019517,fe79bf9e428ce68a614bfea7ac8f9004,henrique.souza421@example.com,Henrique,Souza,campinas,SP,2025-08-06,customer,paid_search,1,35.22,2025-08-13,2025-08-13
HS_019518,9544a3e8fa9d5c893004f7ed6cba4335,vitor.lima174@example.com,Vitor,Lima,mirassol,SP,2025-05-30,customer,referral,1,227.24,2025-06-08,2025-06-08
HS_019519,ce793105634ef72239cb4d2e9cd00322,elena.lima378@example.com,Elena,Lima,capao da canoa,RS,2025-04-05,customer,paid_search,1,86.9,2025-04-05,2025-04-05
HS_019520,c6c982f3a7d21bff300d662d034d9b9c,olivia.rodrigues954@example.com,Olivia,Rodrigues,campo bom,RS,2025-12-06,customer,organic_search,1,128.2,2025-12-18,2025-12-18
HS_019521,5b59bcd0e2d08bdf0da7566cc0636d57,carla.pereira585@example.com,Carla,Pereira,rio de janeiro,RJ,2025-05-04,customer,email,1,69.03,2025-05-07,2025-05-07
HS_019522,4ea1efc2c927f7ea12efc43e03920cc6,pedro.costa131@example.com,Pedro,Costa,rio de janeiro,RJ,2025-05-16,customer,paid_search,1,46.0,2025-06-15,2025-06-15
HS_019523,ef3b6ab8a1704ead096adbcdee78284b,maria.almeida87@example.com,Maria,Almeida,sorocaba,SP,2025-06-16,customer,organic_search,1,72.43,2025-06-19,2025-06-19
HS_019524,f9180f92fe742904f53702d095a48712,daniel.santos813@example.com,Daniel,Santos,fortaleza,CE,2024-12-02,customer,organic_search,1,67.53,2024-12-08,2024-12-08
HS_019525,3a5a1fe34d37557c449cff4e4e800718,tatiana.pereira952@example.com,Tatiana,Pereira,rio de janeiro,RJ,2025-06-12,customer,paid_social,1,157.74,2025-07-10,2025-07-10
HS_019526,ff2521c4012e1a212bbd12c9ed5acc48,henrique.nascimento357@example.com,Henrique,Nascimento,belo horizonte,MG,2026-01-24,customer,email,1,227.6,2026-02-15,2026-02-15
HS_019527,bc9e47cc8bd57d131b5ad91bb6ad40bd,bruno.pereira649@example.com,Bruno,Pereira,rancho alegre d'oeste,PR,2025-08-24,customer,referral,1,149.29,2025-09-18,2025-09-18
HS_019528,2d27dca5b552a6117268124ecc3c55aa,olivia.silva615@example.com,Olivia,Silva,sao paulo,SP,2025-12-16,customer,paid_social,1,616.5,2026-01-06,2026-01-06
HS_019529,35075f5697e428103e41b806f9ff8522,karen.souza51@example.com,Karen,Souza,guaira,PR,2025-05-18,customer,paid_social,1,50.09,2025-06-15,2025-06-15
HS_019530,3021a9b6fb44f95bf3ab1d072b9e1868,olivia.santos336@example.com,Olivia,Santos,sao paulo,SP,2025-07-21,customer,paid_social,1,162.55,2025-07-31,2025-07-31
HS_019531,9c996103b1a18d34dcbd1421df8f86fd,sergio.pereira724@example.com,Sergio,Pereira,sao paulo,SP,2025-06-03,customer,email,1,305.27,2025-06-25,2025-06-25
HS_019532,f22bff5bbd318b89e51698347cd1837d,sergio.lima313@example.com,Sergio,Lima,barra do garcas,MT,2026-01-12,customer,paid_search,1,291.52,2026-01-16,2026-01-16
HS_019533,378c702fe06f37937a5fb0253f8493d0,tatiana.nascimento108@example.com,Tatiana,Nascimento,girua,RS,2024-12-23,customer,email,1,152.34,2025-01-17,2025-01-17
HS_019534,b1318a7504d156ed676d807516f427d2,vitor.lima814@example.com,Vitor,Lima,itapevi,SP,2026-01-31,customer,referral,1,215.58,2026-02-12,2026-02-12
HS_019535,e206e4259c2c0b5fbeb88541388cd82b,maria.costa590@example.com,Maria,Costa,sao paulo,SP,2025-06-25,customer,paid_search,1,37.77,2025-07-25,2025-07-25
HS_019536,e531de5bdd683597deacc308bac38b84,vitor.lima98@example.com,Vitor,Lima,sao bernardo do campo,SP,2024-11-04,customer,organic_search,1,128.65,2024-11-22,2024-11-22
HS_019537,2a1498fc7c4e907d9881648ce5464141,sergio.nascimento69@example.com,Sergio,Nascimento,rio de janeiro,RJ,2025-10-17,customer,paid_search,1,98.43,2025-11-01,2025-11-01
HS_019538,6cb7b5d9dfb3f9ef86a8c498ed378502,maria.souza491@example.com,Maria,Souza,bonfim paulista,SP,2025-07-06,customer,direct,1,54.47,2025-07-19,2025-07-19
HS_019539,931f73eb317aa12c10e3fbb2a7a59650,vitor.santos352@example.com,Vitor,Santos,cubatao,SP,2025-08-19,customer,email,1,63.27,2025-08-28,2025-08-28
HS_019540,be01a5d9de2c567cef84dc1528fa4007,sergio.souza837@example.com,Sergio,Souza,belo horizonte,MG,2025-05-21,customer,paid_social,1,66.5,2025-06-09,2025-06-09
HS_019541,46fa2563b12609b1e135d08c43b1848c,sergio.santos680@example.com,Sergio,Santos,paty do alferes,RJ,2025-07-13,customer,organic_search,1,194.48,2025-07-18,2025-07-18
HS_019542,46729d189a3f38d74c3f762dd0a52b0e,henrique.silva419@example.com,Henrique,Silva,salvador,BA,2025-10-21,customer,direct,1,146.38,2025-11-04,2025-11-04
HS_019543,1487f8c57890183ff94a0c3905ac7edb,bruno.nascimento578@example.com,Bruno,Nascimento,araras,SP,2025-04-20,customer,organic_search,1,29.77,2025-05-08,2025-05-08
HS_019544,3df709072fed7dc8efef3e7595a09e5d,gabriela.silva499@example.com,Gabriela,Silva,jardinopolis,SP,2025-08-28,customer,paid_social,1,58.59,2025-09-01,2025-09-01
HS_019545,821ddcb05dd510761712b157eff83c1c,karen.souza225@example.com,Karen,Souza,penha,SC,2024-10-27,customer,paid_search,1,86.15,2024-11-22,2024-11-22
HS_019546,d5714a4277f62a9bf9f361e9ebfcddc9,olivia.costa253@example.com,Olivia,Costa,nova fatima,PR,2024-07-26,customer,organic_search,1,99.75,2024-08-16,2024-08-16
HS_019547,af5db90ed4d85ebdf407c1507f5e3f3c,pedro.oliveira858@example.com,Pedro,Oliveira,vera cruz,BA,2024-08-30,customer,paid_search,1,848.93,2024-09-27,2024-09-27
HS_019548,f344ba52ba7f66e503be044c0c3961b9,henrique.oliveira621@example.com,Henrique,Oliveira,americana,SP,2025-06-11,customer,paid_search,1,102.64,2025-06-28,2025-06-28
HS_019549,60773a7bbe6c8189c0799fa572a43a65,pedro.costa675@example.com,Pedro,Costa,embu,SP,2024-10-29,customer,paid_social,1,376.76,2024-11-03,2024-11-03
